Property_ID,City,Locality,Property_Type,BHK,Size_sqft,Year_Built,Property_Age,Furnishing_Status,Parking,Metro_Distance_km,School_Distance_km,Hospital_Distance_km,Location_Rating,Amenities_Score,Price
3778,Hyderabad,Gachibowli,Apartment,4,2572,2020,6,Furnished,0,5.8,4.2,5.2,8,6,35520654
3779,Bengaluru,Whitefield,Villa,5,3025,2021,5,Furnished,2,10.5,3.8,1.4,4,6,56000589
3780,Mumbai,Bandra,Villa,1,627,2012,14,Unfurnished,3,0.9,0.9,4.9,10,5,21068946
3781,Chandigarh,Sector 22,Builder Floor,3,1629,2009,17,Furnished,3,8.9,5.8,1.0,5,2,19085814
3782,Chandigarh,Sector 17,Villa,3,1884,2012,14,Unfurnished,3,3.2,3.3,1.7,10,4,37932513
3783,Hyderabad,Kondapur,Villa,3,1491,2000,26,Furnished,3,0.7,5.6,5.0,10,1,30152390
3784,Chandigarh,Sector 22,Apartment,3,1983,2005,21,Semi-Furnished,0,1.3,1.3,4.2,9,3,26409650
3785,Bengaluru,Whitefield,Builder Floor,2,1102,2007,19,Semi-Furnished,3,2.5,5.5,5.3,9,4,21468202
3786,Hyderabad,Kondapur,Penthouse,4,2300,2020,6,Furnished,3,4.8,3.8,2.6,9,3,49709097
3787,Pune,Baner,Villa,3,1815,2024,2,Furnished,2,4.4,5.4,5.8,7,5,33117229
3788,Delhi,Saket,Apartment,1,459,2003,23,Unfurnished,2,8.1,3.6,4.8,7,5,9558661
3789,Delhi,Saket,Apartment,3,1401,2004,22,Furnished,1,9.9,5.1,1.9,5,4,19765492
3790,Delhi,Rohini,Independent House,3,2031,2017,9,Unfurnished,3,9.4,0.7,1.8,5,4,31972275
3791,Delhi,Saket,Villa,4,2584,2016,10,Furnished,3,9.6,0.4,2.1,5,1,49640567
3792,Delhi,Rohini,Apartment,2,1034,2013,13,Semi-Furnished,2,3.3,3.5,1.0,9,4,23676383
3793,Delhi,Dwarka,Builder Floor,3,1695,2010,16,Unfurnished,3,6.9,3.7,5.2,8,6,30342180
3794,Pune,Kothrud,Apartment,3,2076,2021,5,Semi-Furnished,1,7.1,2.6,1.9,8,3,26913882
3795,Pune,Wakad,Apartment,1,506,2022,4,Semi-Furnished,0,2.0,4.4,0.6,9,2,13030999
3796,Pune,Wakad,Builder Floor,4,1920,2003,23,Unfurnished,0,10.6,4.1,4.5,5,3,21975682
3797,Bengaluru,Indiranagar,Apartment,3,1866,2020,6,Unfurnished,1,2.8,2.3,2.6,9,5,30181435
3798,Mumbai,Powai,Apartment,5,3200,2020,6,Unfurnished,1,5.2,3.0,4.1,9,4,55162880
3799,Mumbai,Andheri,Apartment,3,1896,2006,20,Semi-Furnished,0,8.3,3.4,2.0,6,2,26787539
3800,Chandigarh,Sector 22,Apartment,1,661,2023,3,Furnished,1,11.9,5.1,4.4,5,6,9829188
3801,Chandigarh,Sector 35,Builder Floor,4,2724,2020,6,Unfurnished,0,11.9,3.6,0.3,4,5,30111972
3802,Delhi,Dwarka,Builder Floor,3,1968,2022,4,Semi-Furnished,0,9.3,5.4,1.2,6,6,35713755
3803,Bengaluru,Electronic City,Independent House,3,1779,2008,18,Unfurnished,0,7.7,1.3,4.5,8,5,29336322
3804,Hyderabad,Kondapur,Builder Floor,1,682,2017,9,Furnished,3,2.8,1.4,2.8,9,4,15976486
3805,Mumbai,Powai,Apartment,2,952,2005,21,Furnished,3,6.7,3.0,0.8,7,3,16942760
3806,Chandigarh,Sector 35,Villa,1,607,2025,1,Unfurnished,2,5.2,0.8,0.3,7,2,15240341
3807,Delhi,Saket,Apartment,3,1365,2014,12,Unfurnished,3,6.3,4.8,5.0,8,6,26872321
3808,Mumbai,Powai,Apartment,2,1078,2013,13,Semi-Furnished,0,10.2,4.7,0.2,5,6,16859250
3809,Pune,Baner,Independent House,3,1926,2017,9,Semi-Furnished,0,11.2,5.3,3.1,5,1,22348103
3810,Mumbai,Powai,Independent House,4,2352,2012,14,Furnished,1,0.9,1.1,3.4,10,4,44509871
3811,Chandigarh,Sector 17,Apartment,4,2184,2021,5,Unfurnished,3,3.9,2.2,4.5,8,2,28212874
3812,Pune,Wakad,Apartment,4,2576,2007,19,Semi-Furnished,1,0.3,3.3,1.6,10,1,36147562
3813,Pune,Wakad,Apartment,2,980,2005,21,Semi-Furnished,3,11.8,0.2,0.7,5,4,13366821
3814,Pune,Kothrud,Independent House,4,2120,2017,9,Furnished,3,3.9,1.8,2.7,9,2,35012645
3815,Hyderabad,Gachibowli,Apartment,3,1713,2006,20,Furnished,3,7.8,4.6,5.7,7,4,21792269
3816,Pune,Kothrud,Villa,4,2004,2014,12,Furnished,0,3.4,5.1,4.3,9,3,33522192
3817,Delhi,Saket,Apartment,2,958,2000,26,Semi-Furnished,2,4.7,2.7,4.9,8,6,18440250
3818,Bengaluru,Electronic City,Builder Floor,1,533,2020,6,Furnished,1,3.8,5.5,0.8,9,1,12725103
3819,Mumbai,Andheri,Apartment,2,1238,2011,15,Semi-Furnished,3,6.7,1.5,4.4,6,4,21581280
3820,Mumbai,Bandra,Apartment,4,2404,2003,23,Unfurnished,3,5.6,5.9,5.4,8,6,40090933
3821,Chandigarh,Sector 35,Apartment,4,2036,2022,4,Furnished,3,6.4,5.1,1.4,6,6,24112953
3822,Delhi,Saket,Independent House,2,1354,2001,25,Furnished,0,0.5,2.7,2.8,9,2,25308566
3823,Delhi,Rohini,Apartment,2,1094,2010,16,Semi-Furnished,0,10.7,5.8,1.6,6,6,18911889
3824,Pune,Wakad,Apartment,3,1869,2007,19,Unfurnished,0,4.2,5.2,0.9,8,6,23674951
3825,Chandigarh,Sector 35,Villa,3,1650,2024,2,Semi-Furnished,2,2.1,5.9,2.4,10,3,33089366
3826,Hyderabad,Gachibowli,Independent House,2,1340,2012,14,Semi-Furnished,1,10.3,3.2,4.6,5,1,15732917
3827,Mumbai,Bandra,Apartment,4,2764,2007,19,Unfurnished,2,10.6,2.8,2.3,5,4,36726486
3828,Pune,Baner,Apartment,5,3370,1998,28,Unfurnished,0,6.6,1.7,1.0,6,3,36069755
3829,Pune,Kothrud,Independent House,1,517,2008,18,Unfurnished,1,8.2,0.9,0.7,7,3,10787834
3830,Hyderabad,Madhapur,Apartment,3,1383,2024,2,Semi-Furnished,2,7.9,0.5,4.6,7,1,22278166
3831,Delhi,Dwarka,Apartment,5,2495,2018,8,Semi-Furnished,3,11.7,1.8,3.7,6,5,37103717
3832,Delhi,Saket,Villa,1,483,1999,27,Semi-Furnished,1,4.9,5.2,3.2,7,2,11737098
3833,Hyderabad,Madhapur,Apartment,3,1446,2005,21,Semi-Furnished,3,6.3,1.3,4.5,8,1,17643481
3834,Mumbai,Andheri,Penthouse,4,2488,2019,7,Semi-Furnished,0,1.9,3.1,0.6,10,1,61546355
3835,Bengaluru,Whitefield,Apartment,1,674,2021,5,Unfurnished,1,11.4,5.3,2.8,5,5,10767402
3836,Mumbai,Bandra,Apartment,4,2580,2014,12,Semi-Furnished,2,7.8,2.7,0.7,7,6,42260253
3837,Hyderabad,Gachibowli,Apartment,2,1398,2013,13,Semi-Furnished,1,1.3,5.9,0.6,10,4,22801169
3838,Pune,Baner,Villa,3,1404,2018,8,Furnished,2,2.0,4.8,0.7,9,3,27498858
3839,Hyderabad,Madhapur,Apartment,4,1980,2003,23,Unfurnished,0,6.8,1.4,5.1,6,6,23971283
3840,Chandigarh,Sector 22,Apartment,3,1539,2018,8,Unfurnished,3,3.4,1.6,4.9,8,6,24959499
3841,Delhi,Rohini,Independent House,2,1218,2016,10,Furnished,3,4.5,0.4,4.5,9,3,25644571
3842,Pune,Wakad,Villa,2,902,1998,28,Semi-Furnished,1,7.2,1.8,0.9,6,6,16689608
3843,Bengaluru,Indiranagar,Apartment,2,1040,2002,24,Unfurnished,0,4.5,3.3,1.5,7,3,16730550
3844,Bengaluru,Whitefield,Apartment,3,1677,2018,8,Unfurnished,3,3.2,5.7,6.0,10,3,28643275
3845,Bengaluru,Whitefield,Apartment,5,2455,2007,19,Unfurnished,3,4.4,2.2,0.6,7,6,35930280
3846,Mumbai,Powai,Penthouse,2,1080,2025,1,Furnished,3,0.8,5.3,4.3,9,2,31383905
3847,Bengaluru,Indiranagar,Villa,1,515,2025,1,Semi-Furnished,2,0.2,0.9,2.7,10,5,18702644
3848,Pune,Baner,Apartment,2,1064,2017,9,Unfurnished,2,0.3,1.3,2.7,10,1,19918247
3849,Hyderabad,Kondapur,Apartment,2,1146,2005,21,Semi-Furnished,0,11.8,5.3,2.3,5,5,13797761
3850,Pune,Kothrud,Builder Floor,3,1797,2015,11,Unfurnished,3,4.8,1.4,1.9,8,6,28401888
3851,Bengaluru,Electronic City,Apartment,2,978,2014,12,Unfurnished,2,5.7,3.5,0.6,8,1,19389381
3852,Hyderabad,Kondapur,Apartment,3,1755,2000,26,Semi-Furnished,0,11.4,2.8,4.4,5,4,18719562
3853,Chandigarh,Sector 17,Apartment,3,1374,1998,28,Semi-Furnished,0,7.3,5.0,1.6,7,4,15672337
3854,Chandigarh,Sector 22,Independent House,3,1836,2017,9,Semi-Furnished,1,0.6,3.7,3.4,9,4,31785501
3855,Hyderabad,Kondapur,Apartment,5,3305,2009,17,Unfurnished,0,5.6,1.2,5.3,8,4,43436247
3856,Delhi,Saket,Apartment,3,1716,2011,15,Unfurnished,3,7.3,5.8,4.8,7,5,25537752
3857,Chandigarh,Sector 22,Apartment,1,693,2018,8,Unfurnished,0,4.4,2.0,4.3,8,6,14093470
3858,Chandigarh,Sector 17,Apartment,1,496,2021,5,Semi-Furnished,1,0.9,3.1,2.3,9,2,13043305
3859,Delhi,Dwarka,Apartment,4,1852,2012,14,Furnished,3,7.8,0.6,1.4,7,1,28783271
3860,Hyderabad,Madhapur,Independent House,3,1911,1999,27,Unfurnished,3,7.3,0.6,4.3,8,3,26872409
3861,Chandigarh,Sector 17,Apartment,2,1156,2019,7,Furnished,1,8.6,5.0,1.6,7,4,16858845
3862,Pune,Kothrud,Apartment,1,524,2020,6,Semi-Furnished,3,9.1,1.3,2.1,6,2,10456006
3863,Chandigarh,Sector 35,Independent House,3,1737,2020,6,Unfurnished,0,9.0,4.2,0.6,5,4,24532017
3864,Hyderabad,Madhapur,Apartment,4,2484,2011,15,Semi-Furnished,0,0.7,1.4,5.5,10,5,35099834
3865,Bengaluru,Indiranagar,Apartment,3,1452,2021,5,Semi-Furnished,0,6.8,0.6,1.4,6,4,24255984
3866,Hyderabad,Kondapur,Apartment,3,1974,2007,19,Unfurnished,3,0.2,4.9,3.5,10,5,31763071
3867,Bengaluru,Whitefield,Apartment,3,1998,2000,26,Unfurnished,0,7.9,4.2,2.5,8,1,26014659
3868,Pune,Kothrud,Apartment,4,2728,2002,24,Semi-Furnished,2,4.9,3.4,5.8,8,2,34442282
3869,Mumbai,Bandra,Apartment,3,1812,2021,5,Furnished,3,1.2,2.7,1.9,9,6,35847239
3870,Pune,Baner,Apartment,3,1659,2023,3,Semi-Furnished,2,11.4,2.8,0.3,5,6,22430689
3871,Pune,Baner,Apartment,2,1148,2016,10,Unfurnished,3,4.0,1.4,1.6,7,6,21808580
3872,Chandigarh,Sector 17,Builder Floor,3,1539,2005,21,Unfurnished,0,1.4,1.2,5.2,10,1,21294013
3873,Bengaluru,Whitefield,Builder Floor,4,2448,2024,2,Unfurnished,1,4.6,1.5,1.0,8,5,41642728
3874,Pune,Kothrud,Apartment,3,1803,1999,27,Furnished,2,7.0,1.2,4.6,8,5,22537816
3875,Delhi,Saket,Apartment,4,1920,2016,10,Semi-Furnished,0,1.9,1.3,0.5,9,5,34893791
3876,Hyderabad,Madhapur,Independent House,3,1800,2008,18,Furnished,0,2.5,2.6,3.8,10,4,30607852
3877,Pune,Baner,Builder Floor,4,2460,2015,11,Semi-Furnished,0,10.8,1.8,5.4,6,4,30823859
3878,Pune,Wakad,Penthouse,2,1302,2012,14,Unfurnished,1,3.9,2.2,3.7,10,4,31659704
3879,Bengaluru,Whitefield,Apartment,4,2472,2015,11,Semi-Furnished,1,3.6,0.5,1.0,9,2,36110972
3880,Bengaluru,Indiranagar,Apartment,3,1944,2001,25,Unfurnished,2,9.4,2.2,5.4,7,1,23137958
3881,Mumbai,Bandra,Builder Floor,2,1082,2018,8,Semi-Furnished,0,3.7,5.9,1.6,10,2,23116721
3882,Pune,Kothrud,Apartment,4,1904,2005,21,Unfurnished,2,7.2,2.5,3.3,7,6,25723149
3883,Pune,Baner,Villa,3,1911,2023,3,Furnished,1,8.9,5.2,2.5,7,1,30751977
3884,Delhi,Saket,Independent House,2,1210,2015,11,Furnished,2,8.6,5.8,1.4,6,2,22353716
3885,Hyderabad,Madhapur,Apartment,3,1821,2010,16,Semi-Furnished,1,10.0,2.5,5.7,6,6,23544043
3886,Mumbai,Andheri,Apartment,4,2080,2026,0,Furnished,3,3.4,2.6,5.6,10,3,35779521
3887,Bengaluru,Electronic City,Villa,2,1302,2021,5,Furnished,1,1.6,1.5,3.8,9,6,30698974
3888,Mumbai,Bandra,Apartment,3,1917,2006,20,Furnished,1,3.3,1.8,5.8,9,1,31291187
3889,Delhi,Saket,Apartment,2,1048,2015,11,Furnished,0,11.9,0.9,0.5,5,5,15837829
3890,Pune,Baner,Apartment,3,1578,2013,13,Furnished,1,6.8,3.7,1.3,7,1,20983623
3891,Mumbai,Andheri,Independent House,3,1530,2006,20,Semi-Furnished,3,4.1,5.5,3.2,9,1,30563327
3892,Hyderabad,Kondapur,Apartment,5,2865,2024,2,Unfurnished,3,1.2,1.1,1.2,9,3,42785237
3893,Pune,Kothrud,Apartment,4,2196,2010,16,Semi-Furnished,0,2.4,2.2,4.9,9,5,31946233
3894,Mumbai,Powai,Apartment,3,2073,2002,24,Semi-Furnished,2,1.9,5.9,3.6,10,3,36005341
3895,Delhi,Dwarka,Apartment,4,2724,2004,22,Unfurnished,1,5.4,0.3,2.8,9,5,40243716
3896,Chandigarh,Sector 17,Penthouse,3,1893,2007,19,Unfurnished,2,10.1,0.4,0.7,5,1,33080989
3897,Chandigarh,Sector 22,Apartment,4,2180,2003,23,Unfurnished,1,1.7,3.1,3.5,10,5,31366747
3898,Chandigarh,Sector 17,Apartment,4,2524,2002,24,Unfurnished,3,9.5,0.6,0.2,6,4,26895665
3899,Chandigarh,Sector 35,Independent House,2,1240,2015,11,Unfurnished,0,10.2,1.5,3.9,5,1,14627833
3900,Hyderabad,Madhapur,Apartment,3,1635,2022,4,Furnished,0,3.0,2.7,0.7,9,2,26562501
3901,Pune,Baner,Villa,4,2720,2010,16,Semi-Furnished,1,1.8,1.4,2.3,10,6,52165396
3902,Bengaluru,Electronic City,Apartment,4,1820,1998,28,Semi-Furnished,3,2.2,4.5,2.9,9,2,29214780
3903,Mumbai,Bandra,Penthouse,1,614,1999,27,Furnished,3,3.9,5.5,4.8,10,3,20357315
3904,Mumbai,Powai,Independent House,3,1962,2008,18,Unfurnished,3,3.4,3.2,2.6,9,6,34493373
3905,Pune,Baner,Apartment,2,1050,2018,8,Furnished,0,9.4,5.2,0.7,6,6,15098633
3906,Pune,Baner,Apartment,3,1503,2017,9,Furnished,2,6.2,5.3,4.5,6,1,18660440
3907,Delhi,Rohini,Apartment,5,2285,2026,0,Semi-Furnished,1,5.8,4.3,1.3,9,5,36858137
3908,Pune,Wakad,Apartment,4,2240,2014,12,Unfurnished,3,11.1,1.6,0.6,4,3,24993215
3909,Pune,Baner,Villa,3,1416,2010,16,Unfurnished,0,7.7,1.1,5.5,8,1,23706049
3910,Hyderabad,Kondapur,Apartment,3,1617,2022,4,Furnished,3,1.7,0.3,4.2,9,1,24454975
3911,Chandigarh,Sector 35,Independent House,3,1359,2009,17,Semi-Furnished,0,2.8,2.3,1.0,9,3,23214466
3912,Bengaluru,Indiranagar,Apartment,3,1494,2014,12,Semi-Furnished,0,4.8,1.4,5.4,8,6,24895646
3913,Chandigarh,Sector 22,Apartment,4,2156,2004,22,Unfurnished,0,11.1,3.8,1.0,4,2,19756443
3914,Bengaluru,Whitefield,Independent House,3,1896,2003,23,Semi-Furnished,3,1.5,4.5,5.6,9,5,35259205
3915,Pune,Baner,Builder Floor,1,512,2023,3,Unfurnished,0,0.4,3.4,3.2,9,2,13014406
3916,Bengaluru,Indiranagar,Apartment,4,2096,2008,18,Semi-Furnished,0,9.4,1.3,3.9,6,2,29470639
3917,Delhi,Saket,Apartment,3,1617,2013,13,Semi-Furnished,3,10.9,2.9,5.7,6,4,24720522
3918,Bengaluru,Electronic City,Apartment,3,1809,2009,17,Unfurnished,3,2.1,0.3,3.9,10,4,29697916
3919,Bengaluru,Whitefield,Apartment,2,1064,2013,13,Semi-Furnished,0,4.0,5.5,1.9,8,3,17264725
3920,Delhi,Saket,Apartment,4,2024,2017,9,Unfurnished,1,1.0,3.9,2.5,10,4,35297957
3921,Delhi,Rohini,Builder Floor,3,1476,2004,22,Semi-Furnished,3,2.1,3.5,1.5,9,6,27500352
3922,Hyderabad,Gachibowli,Apartment,3,1959,2013,13,Unfurnished,3,7.6,0.4,0.6,7,6,26048551
3923,Mumbai,Powai,Villa,2,1112,2001,25,Unfurnished,0,5.1,5.5,1.3,9,1,22999489
3924,Chandigarh,Sector 22,Apartment,2,1014,2019,7,Furnished,2,8.0,4.8,2.6,5,1,11834711
3925,Bengaluru,Indiranagar,Apartment,5,2675,2017,9,Unfurnished,3,9.9,2.9,4.2,6,1,34587134
3926,Bengaluru,Electronic City,Apartment,4,2636,2022,4,Semi-Furnished,0,9.6,5.7,1.9,5,1,33411545
3927,Pune,Baner,Apartment,5,2560,2003,23,Unfurnished,2,4.7,2.9,5.8,9,1,29426570
3928,Mumbai,Powai,Builder Floor,3,1875,2005,21,Furnished,1,8.7,1.0,2.4,7,4,29094719
3929,Pune,Kothrud,Penthouse,3,1818,2006,20,Semi-Furnished,3,6.3,2.8,5.3,7,4,33949313
3930,Mumbai,Andheri,Independent House,5,2815,2016,10,Unfurnished,1,10.2,3.0,2.6,4,2,42169939
3931,Hyderabad,Madhapur,Apartment,2,1264,2010,16,Unfurnished,1,9.2,2.1,4.1,7,4,18372682
3932,Bengaluru,Indiranagar,Apartment,3,1971,2020,6,Unfurnished,1,9.8,3.9,3.0,5,6,27854944
3933,Chandigarh,Sector 22,Apartment,2,1068,2018,8,Semi-Furnished,0,3.1,0.7,2.6,9,5,21738503
3934,Pune,Wakad,Villa,2,1232,2024,2,Unfurnished,1,3.1,4.8,4.4,8,3,25524518
3935,Pune,Wakad,Apartment,3,1494,2026,0,Furnished,2,7.0,3.2,2.0,6,6,22933617
3936,Mumbai,Powai,Penthouse,2,1080,2015,11,Semi-Furnished,3,11.9,5.2,1.5,6,3,28729929
3937,Pune,Wakad,Builder Floor,1,673,2008,18,Unfurnished,1,11.7,2.2,4.8,4,1,6049585
3938,Chandigarh,Sector 17,Apartment,3,1941,2026,0,Semi-Furnished,3,9.7,2.0,4.1,7,2,22616929
3939,Pune,Baner,Apartment,4,2192,2019,7,Semi-Furnished,1,2.7,0.6,5.8,8,4,29459173
3940,Bengaluru,Whitefield,Apartment,2,1198,2026,0,Semi-Furnished,1,7.3,5.0,3.8,7,5,20894858
3941,Mumbai,Andheri,Apartment,2,1296,2020,6,Unfurnished,2,9.7,1.8,0.9,5,3,20834580
3942,Chandigarh,Sector 35,Builder Floor,2,1000,2012,14,Furnished,0,7.0,2.1,1.7,6,6,15274398
3943,Delhi,Dwarka,Independent House,3,2016,2015,11,Unfurnished,2,6.0,0.9,2.1,8,5,32960730
3944,Pune,Baner,Independent House,2,998,2006,20,Unfurnished,2,1.7,4.4,4.1,10,3,19597368
3945,Delhi,Saket,Villa,1,515,2024,2,Unfurnished,2,10.7,2.8,4.9,6,5,14288658
3946,Hyderabad,Kondapur,Apartment,2,1030,2018,8,Semi-Furnished,0,1.7,2.1,2.0,10,4,19896772
3947,Pune,Kothrud,Independent House,3,1770,2018,8,Furnished,2,11.1,5.8,2.8,4,1,19429064
3948,Mumbai,Andheri,Apartment,4,1884,1999,27,Furnished,0,6.1,1.6,2.9,8,3,30336719
3949,Pune,Kothrud,Apartment,2,1284,2018,8,Semi-Furnished,2,4.6,2.2,3.5,8,3,19719621
3950,Delhi,Dwarka,Villa,3,1902,2009,17,Unfurnished,3,3.2,2.5,4.0,9,6,43744460
3951,Pune,Kothrud,Apartment,3,1581,2023,3,Unfurnished,1,1.1,3.7,1.2,9,6,28124224
3952,Mumbai,Andheri,Apartment,2,1156,2014,12,Semi-Furnished,3,1.5,3.2,3.5,10,4,25929092
3953,Bengaluru,Whitefield,Villa,3,1356,2022,4,Unfurnished,2,6.8,0.3,1.2,8,3,28489275
3954,Bengaluru,Electronic City,Independent House,2,974,2008,18,Furnished,3,7.8,5.9,0.3,8,6,19034784
3955,Pune,Wakad,Builder Floor,4,2340,2007,19,Furnished,2,5.9,4.3,3.4,7,5,27321624
3956,Mumbai,Bandra,Apartment,3,1632,2015,11,Furnished,1,8.4,4.2,3.8,5,3,23533746
3957,Pune,Wakad,Builder Floor,2,1270,2010,16,Unfurnished,0,9.5,5.0,1.2,7,6,16947359
3958,Bengaluru,Indiranagar,Builder Floor,3,1563,2025,1,Unfurnished,3,1.2,2.1,1.6,10,3,33185656
3959,Delhi,Rohini,Apartment,4,2072,2007,19,Unfurnished,3,10.8,5.6,2.6,5,4,28882263
3960,Hyderabad,Madhapur,Villa,3,1605,1999,27,Furnished,0,11.7,1.8,2.6,5,6,24884314
3961,Pune,Baner,Independent House,4,2736,1998,28,Furnished,3,0.9,1.4,1.5,10,2,36266136
3962,Pune,Wakad,Apartment,2,976,2000,26,Furnished,3,9.1,4.4,3.3,7,6,15644463
3963,Bengaluru,Whitefield,Apartment,3,1962,2018,8,Unfurnished,3,10.7,2.5,4.3,6,1,24955262
3964,Hyderabad,Kondapur,Builder Floor,3,1926,1998,28,Semi-Furnished,3,5.4,2.7,5.6,8,5,24266254
3965,Chandigarh,Sector 35,Apartment,2,1256,2019,7,Semi-Furnished,0,9.1,4.2,2.1,6,5,16056365
3966,Chandigarh,Sector 22,Apartment,5,2860,2012,14,Furnished,0,0.5,0.7,2.5,10,1,33214540
3967,Bengaluru,Electronic City,Apartment,2,1120,2017,9,Furnished,3,7.2,4.7,5.1,6,4,18788138
3968,Chandigarh,Sector 22,Apartment,3,1776,2014,12,Furnished,1,7.8,0.2,4.9,8,4,22032621
3969,Hyderabad,Madhapur,Apartment,3,1428,2007,19,Furnished,3,0.6,4.2,5.7,10,6,25963034
3970,Mumbai,Powai,Independent House,5,3360,2007,19,Furnished,0,3.3,5.2,5.1,8,1,58336366
3971,Delhi,Saket,Apartment,4,2052,2008,18,Unfurnished,3,6.1,1.4,0.7,7,4,30213252
3972,Pune,Wakad,Villa,3,2013,2000,26,Furnished,2,3.1,4.7,4.3,9,4,34236580
3973,Mumbai,Bandra,Penthouse,3,1551,2013,13,Semi-Furnished,2,9.3,1.6,5.9,6,5,42416850
3974,Bengaluru,Whitefield,Builder Floor,3,2046,2002,24,Unfurnished,0,6.4,3.6,4.0,8,1,27508073
3975,Delhi,Rohini,Apartment,1,532,2014,12,Unfurnished,2,11.9,2.4,3.9,5,2,7719668
3976,Chandigarh,Sector 17,Apartment,2,980,2015,11,Unfurnished,2,9.8,0.4,5.2,7,5,14893386
3977,Bengaluru,Electronic City,Builder Floor,2,1118,2000,26,Semi-Furnished,3,0.4,0.5,3.7,10,2,21235693
3978,Delhi,Saket,Apartment,3,2088,2002,24,Semi-Furnished,3,4.2,2.3,3.3,9,3,31051633
3979,Hyderabad,Madhapur,Apartment,2,1132,2017,9,Semi-Furnished,0,3.2,4.9,0.2,9,2,20164157
3980,Mumbai,Powai,Apartment,3,1737,2017,9,Unfurnished,0,2.0,6.0,5.0,9,1,30930475
3981,Chandigarh,Sector 17,Apartment,3,2049,2002,24,Semi-Furnished,2,10.0,5.4,5.5,5,3,19364650
3982,Hyderabad,Gachibowli,Apartment,3,1896,2005,21,Furnished,3,2.4,0.6,1.8,10,3,31334434
3983,Pune,Kothrud,Apartment,5,2635,2015,11,Furnished,0,6.7,0.2,5.2,8,6,37201770
3984,Mumbai,Powai,Apartment,3,1932,1998,28,Unfurnished,3,10.8,5.0,2.6,5,1,24469880
3985,Delhi,Rohini,Apartment,2,1052,2010,16,Unfurnished,1,3.7,3.1,0.8,10,4,19624491
3986,Mumbai,Bandra,Apartment,3,2067,2013,13,Furnished,0,4.4,5.5,1.0,9,6,33239366
3987,Chandigarh,Sector 17,Independent House,2,926,2001,25,Unfurnished,2,11.0,0.5,4.5,5,6,12501896
3988,Chandigarh,Sector 35,Independent House,3,1749,2025,1,Furnished,3,9.8,5.0,3.8,6,4,24052716
3989,Chandigarh,Sector 22,Independent House,2,1140,2004,22,Furnished,2,6.9,0.5,5.5,7,6,19350138
3990,Delhi,Saket,Apartment,1,517,2007,19,Furnished,3,6.0,1.4,5.4,7,3,10237396
3991,Pune,Kothrud,Builder Floor,2,1326,2026,0,Semi-Furnished,0,0.7,0.8,2.2,10,6,25866631
3992,Delhi,Rohini,Apartment,2,1106,2012,14,Unfurnished,0,11.5,5.8,4.8,6,4,15387667
3993,Pune,Baner,Builder Floor,2,982,2008,18,Semi-Furnished,3,9.6,3.4,3.2,6,6,15970375
3994,Pune,Wakad,Apartment,3,1599,2024,2,Unfurnished,3,7.7,3.6,5.4,7,3,22134077
3995,Mumbai,Powai,Apartment,4,2120,2016,10,Unfurnished,2,11.5,2.1,0.3,4,6,31391798
3996,Delhi,Rohini,Apartment,3,1596,2007,19,Unfurnished,3,4.0,1.2,1.3,7,2,25091260
3997,Hyderabad,Madhapur,Villa,4,2396,2024,2,Semi-Furnished,0,3.4,1.2,4.2,9,3,43315603
3998,Bengaluru,Electronic City,Apartment,4,1908,2026,0,Unfurnished,2,6.7,5.9,4.6,7,4,30605966
3999,Mumbai,Bandra,Apartment,1,542,2008,18,Furnished,1,0.4,5.7,3.8,9,6,15762962
4000,Bengaluru,Whitefield,Apartment,5,2530,2009,17,Semi-Furnished,0,1.3,4.1,2.7,9,2,35938546
4001,Hyderabad,Madhapur,Apartment,3,1809,2008,18,Furnished,2,8.9,0.6,4.0,6,5,24209257
4002,Hyderabad,Madhapur,Apartment,2,1114,2025,1,Unfurnished,2,6.4,1.6,3.2,6,4,18242430
4003,Delhi,Saket,Apartment,2,1096,2017,9,Furnished,2,9.6,5.2,5.6,5,4,16214699
4004,Chandigarh,Sector 35,Apartment,2,1324,2006,20,Semi-Furnished,2,7.4,3.3,5.7,8,1,17207603
4005,Pune,Wakad,Apartment,3,1350,2011,15,Furnished,0,1.9,3.4,2.0,10,6,25079501
4006,Mumbai,Bandra,Apartment,3,1635,2025,1,Semi-Furnished,3,10.9,2.8,5.9,5,2,24389025
4007,Chandigarh,Sector 17,Apartment,4,2168,2005,21,Furnished,1,6.7,0.5,1.3,6,2,23652298
4008,Pune,Wakad,Builder Floor,3,1464,2017,9,Unfurnished,3,9.6,1.1,1.9,7,3,21363575
4009,Mumbai,Bandra,Apartment,1,597,2009,17,Furnished,1,4.5,2.5,0.4,7,2,13131034
4010,Pune,Wakad,Independent House,4,2508,1998,28,Unfurnished,0,6.5,3.6,1.4,6,6,32529928
4011,Bengaluru,Indiranagar,Apartment,3,1620,2009,17,Furnished,3,1.5,4.2,1.9,10,5,29555751
4012,Bengaluru,Indiranagar,Apartment,2,1156,2012,14,Semi-Furnished,2,9.6,2.8,4.9,5,6,19468137
4013,Chandigarh,Sector 17,Apartment,2,1170,2020,6,Unfurnished,2,3.7,2.4,2.8,8,1,17507973
4014,Delhi,Dwarka,Villa,2,994,2024,2,Furnished,3,5.2,4.8,0.4,8,1,25451773
4015,Delhi,Rohini,Builder Floor,3,1482,2016,10,Semi-Furnished,0,7.5,0.5,4.3,6,4,23310255
